"","indicator","group","state","subgroup","phase","time_period","time_period_label","time_period_start_date","time_period_end_date","value","lowci","highci","confidence_interval","quartile_range"
"783","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","35.6","32.9","38.3","32.9 - 38.3",NA
"784","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.6","24.5","30.8","24.5 - 30.8",NA
"785","Symptoms of Anxiety Disorder or Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","43.4","39.5","47.4","39.5 - 47.4",NA
"786","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Less than a high school diploma","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","47.7","43.4","52.1","43.4 - 52.1",NA
"787","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","High school diploma or GED","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","35.3","33.6","37.1","33.6 - 37.1",NA
"788","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Some college/Associate's degree","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","37.6","36.4","38.8","36.4 - 38.8",NA
"789","Symptoms of Anxiety Disorder or Depressive Disorder","By Education","United States","Bachelor's degree or higher","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27","26.1","27.9","26.1 - 27.9",NA
"790","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Alabama","Alabama","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.8","23.9","34","23.9 - 34.0","24.8-29.5"
"791","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Alaska","Alaska","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","36.4","31.5","41.4","31.5 - 41.4","35.6-41.4"
"792","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Arizona","Arizona","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","35.5","31.3","39.8","31.3 - 39.8","33.2-35.5"
"793","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Arkansas","Arkansas","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","33.8","28.4","39.6","28.4 - 39.6","33.2-35.5"
"794","Symptoms of Anxiety Disorder or Depressive Disorder","By State","California","California","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","36.2","32.8","39.7","32.8 - 39.7","35.6-41.4"
"795","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Colorado","Colorado","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","33.5","29.8","37.4","29.8 - 37.4","33.2-35.5"
"796","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Connecticut","Connecticut","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28","23.5","32.7","23.5 - 32.7","24.8-29.5"
"797","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Delaware","Delaware","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.1","26.6","35.9","26.6 - 35.9","29.6-33.1"
"798","Symptoms of Anxiety Disorder or Depressive Disorder","By State","District of Columbia","District of Columbia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","34.2","28.5","40.2","28.5 - 40.2","33.2-35.5"
"799","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Florida","Florida","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","39.1","36.3","41.9","36.3 - 41.9","35.6-41.4"
"800","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Georgia","Georgia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","37.5","33.3","41.8","33.3 - 41.8","35.6-41.4"
"801","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Hawaii","Hawaii","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","26.6","21.9","31.7","21.9 - 31.7","24.8-29.5"
"802","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Idaho","Idaho","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","24.8","20","30.2","20.0 - 30.2","24.8-29.5"
"803","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Illinois","Illinois","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","35.6","30.8","40.5","30.8 - 40.5","35.6-41.4"
"804","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Indiana","Indiana","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","35.2","31.8","38.7","31.8 - 38.7","33.2-35.5"
"805","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Iowa","Iowa","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","25.9","21.7","30.4","21.7 - 30.4","24.8-29.5"
"806","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Kansas","Kansas","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","33.2","29.2","37.4","29.2 - 37.4","33.2-35.5"
"807","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Kentucky","Kentucky","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","34.7","29.2","40.4","29.2 - 40.4","33.2-35.5"
"808","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Louisiana","Louisiana","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","41.4","36","47.1","36.0 - 47.1","35.6-41.4"
"809","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Maine","Maine","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","27.8","23.5","32.4","23.5 - 32.4","24.8-29.5"
"810","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Maryland","Maryland","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.6","27.6","35.9","27.6 - 35.9","29.6-33.1"
"811","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Massachusetts","Massachusetts","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","29.5","25.8","33.4","25.8 - 33.4","24.8-29.5"
"812","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Michigan","Michigan","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","32.8","28.7","37","28.7 - 37.0","29.6-33.1"
"813","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Minnesota","Minnesota","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","26.1","22.4","30","22.4 - 30.0","24.8-29.5"
"814","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Mississippi","Mississippi","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","37.8","33.1","42.7","33.1 - 42.7","35.6-41.4"
"815","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Missouri","Missouri","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","32.9","28.2","37.9","28.2 - 37.9","29.6-33.1"
"816","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Montana","Montana","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","30.7","25.8","36","25.8 - 36.0","29.6-33.1"
"817","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Nebraska","Nebraska","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.1","24.7","31.6","24.7 - 31.6","24.8-29.5"
"818","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Nevada","Nevada","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","40.7","36.6","45","36.6 - 45.0","35.6-41.4"
"819","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Hampshire","New Hampshire","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.1","26.9","35.6","26.9 - 35.6","29.6-33.1"
"820","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Jersey","New Jersey","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.1","27.5","35","27.5 - 35.0","29.6-33.1"
"821","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New Mexico","New Mexico","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","39.1","34.4","43.9","34.4 - 43.9","35.6-41.4"
"822","Symptoms of Anxiety Disorder or Depressive Disorder","By State","New York","New York","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","34.4","30.5","38.5","30.5 - 38.5","33.2-35.5"
"823","Symptoms of Anxiety Disorder or Depressive Disorder","By State","North Carolina","North Carolina","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","32.3","28.5","36.2","28.5 - 36.2","29.6-33.1"
"824","Symptoms of Anxiety Disorder or Depressive Disorder","By State","North Dakota","North Dakota","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.1","22.6","34.2","22.6 - 34.2","24.8-29.5"
"825","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Ohio","Ohio","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","34.6","30.9","38.5","30.9 - 38.5","33.2-35.5"
"826","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Oklahoma","Oklahoma","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","32.8","28.9","36.9","28.9 - 36.9","29.6-33.1"
"827","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Oregon","Oregon","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","35.3","31.4","39.4","31.4 - 39.4","33.2-35.5"
"828","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Pennsylvania","Pennsylvania","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","33.9","30","38","30.0 - 38.0","33.2-35.5"
"829","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Rhode Island","Rhode Island","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","33.8","28.8","39.1","28.8 - 39.1","33.2-35.5"
"830","Symptoms of Anxiety Disorder or Depressive Disorder","By State","South Carolina","South Carolina","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","32.2","27.3","37.3","27.3 - 37.3","29.6-33.1"
"831","Symptoms of Anxiety Disorder or Depressive Disorder","By State","South Dakota","South Dakota","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","36.3","30.7","42.2","30.7 - 42.2","35.6-41.4"
"832","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Tennessee","Tennessee","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","33.1","28.9","37.5","28.9 - 37.5","29.6-33.1"
"833","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Texas","Texas","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","37.7","33.8","41.7","33.8 - 41.7","35.6-41.4"
"834","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Utah","Utah","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.9","27.5","36.5","27.5 - 36.5","29.6-33.1"
"835","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Vermont","Vermont","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.8","23.3","34.8","23.3 - 34.8","24.8-29.5"
"836","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Virginia","Virginia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","33.1","29.8","36.5","29.8 - 36.5","29.6-33.1"
"837","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Washington","Washington","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","31.8","28.7","35","28.7 - 35.0","29.6-33.1"
"838","Symptoms of Anxiety Disorder or Depressive Disorder","By State","West Virginia","West Virginia","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","37.9","32.3","43.8","32.3 - 43.8","35.6-41.4"
"839","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Wisconsin","Wisconsin","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.9","24.6","33.5","24.6 - 33.5","24.8-29.5"
"840","Symptoms of Anxiety Disorder or Depressive Disorder","By State","Wyoming","Wyoming","1","4","May 21 - May 26, 2020","2020-05-21T00:00:00.000","2020-05-26T00:00:00.000","28.3","23.6","33.4","23.6 - 33.4","24.8-29.5"
"841","Symptoms of Depressive Disorder","National Estimate","United States","United States","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.3","24.7","25.8","24.7 - 25.8",NA
"842","Symptoms of Depressive Disorder","By Age","United States","18 - 29 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","36.8","34.8","38.8","34.8 - 38.8",NA
"843","Symptoms of Depressive Disorder","By Age","United States","30 - 39 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27.9","26.6","29.2","26.6 - 29.2",NA
"844","Symptoms of Depressive Disorder","By Age","United States","40 - 49 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.7","24.2","27.3","24.2 - 27.3",NA
"845","Symptoms of Depressive Disorder","By Age","United States","50 - 59 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.1","23.4","26.8","23.4 - 26.8",NA
"846","Symptoms of Depressive Disorder","By Age","United States","60 - 69 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","18","16.7","19.3","16.7 - 19.3",NA
"847","Symptoms of Depressive Disorder","By Age","United States","70 - 79 years","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","15.5","13.5","17.6","13.5 - 17.6",NA
"848","Symptoms of Depressive Disorder","By Age","United States","80 years and above","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","14.9","10.7","20","10.7 - 20.0",NA
"849","Symptoms of Depressive Disorder","By Sex","United States","Male","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","23","22","23.9","22.0 - 23.9",NA
"850","Symptoms of Depressive Disorder","By Sex","United States","Female","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27.4","26.6","28.2","26.6 - 28.2",NA
"851","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Hispanic or Latino","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.3","24.6","28.1","24.6 - 28.1",NA
"852","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","23.7","22.9","24.4","22.9 - 24.4",NA
"853","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29.9","27.7","32.2","27.7 - 32.2",NA
"854","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22","19.5","24.7","19.5 - 24.7",NA
"855","Symptoms of Depressive Disorder","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","37.6","33.3","42","33.3 - 42.0",NA
"856","Symptoms of Depressive Disorder","By Education","United States","Less than a high school diploma","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.9","28.6","35.4","28.6 - 35.4",NA
"857","Symptoms of Depressive Disorder","By Education","United States","High school diploma or GED","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27.8","26.3","29.5","26.3 - 29.5",NA
"858","Symptoms of Depressive Disorder","By Education","United States","Some college/Associate's degree","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27.8","26.7","29","26.7 - 29.0",NA
"859","Symptoms of Depressive Disorder","By Education","United States","Bachelor's degree or higher","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","18.6","17.7","19.6","17.7 - 19.6",NA
"860","Symptoms of Depressive Disorder","By State","Alabama","Alabama","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.4","23.6","33.5","23.6 - 33.5","26.9-31.8"
"861","Symptoms of Depressive Disorder","By State","Alaska","Alaska","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","24.4","20.1","29.2","20.1 - 29.2","24.4-26.8"
"862","Symptoms of Depressive Disorder","By State","Arizona","Arizona","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","23.9","20.4","27.6","20.4 - 27.6","21.5-24.3"
"863","Symptoms of Depressive Disorder","By State","Arkansas","Arkansas","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.9","24.9","33.1","24.9 - 33.1","26.9-31.8"
"864","Symptoms of Depressive Disorder","By State","California","California","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.9","24.6","29.4","24.6 - 29.4","26.9-31.8"
"865","Symptoms of Depressive Disorder","By State","Colorado","Colorado","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","23.9","20","28","20.0 - 28.0","21.5-24.3"
"866","Symptoms of Depressive Disorder","By State","Connecticut","Connecticut","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.4","21.7","29.4","21.7 - 29.4","24.4-26.8"
"867","Symptoms of Depressive Disorder","By State","Delaware","Delaware","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","20.7","16.4","25.6","16.4 - 25.6","17.0-21.4"
"868","Symptoms of Depressive Disorder","By State","District of Columbia","District of Columbia","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","21.3","17.2","25.9","17.2 - 25.9","17.0-21.4"
"869","Symptoms of Depressive Disorder","By State","Florida","Florida","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","29.6","26.9","32.3","26.9 - 32.3","26.9-31.8"
"870","Symptoms of Depressive Disorder","By State","Georgia","Georgia","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","24.5","21.3","28.1","21.3 - 28.1","24.4-26.8"
"871","Symptoms of Depressive Disorder","By State","Hawaii","Hawaii","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","17","13.6","20.9","13.6 - 20.9","17.0-21.4"
"872","Symptoms of Depressive Disorder","By State","Idaho","Idaho","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","23.8","19.2","28.8","19.2 - 28.8","21.5-24.3"
"873","Symptoms of Depressive Disorder","By State","Illinois","Illinois","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.9","23.7","30.3","23.7 - 30.3","26.9-31.8"
"874","Symptoms of Depressive Disorder","By State","Indiana","Indiana","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.6","22.2","29.3","22.2 - 29.3","24.4-26.8"
"875","Symptoms of Depressive Disorder","By State","Iowa","Iowa","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22.6","19.5","25.9","19.5 - 25.9","21.5-24.3"
"876","Symptoms of Depressive Disorder","By State","Kansas","Kansas","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","23.1","19.7","26.8","19.7 - 26.8","21.5-24.3"
"877","Symptoms of Depressive Disorder","By State","Kentucky","Kentucky","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.5","24.3","32.9","24.3 - 32.9","26.9-31.8"
"878","Symptoms of Depressive Disorder","By State","Louisiana","Louisiana","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.8","22.6","31.3","22.6 - 31.3","24.4-26.8"
"879","Symptoms of Depressive Disorder","By State","Maine","Maine","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","18.5","15.2","22.2","15.2 - 22.2","17.0-21.4"
"880","Symptoms of Depressive Disorder","By State","Maryland","Maryland","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","21.9","18.9","25","18.9 - 25.0","21.5-24.3"
"881","Symptoms of Depressive Disorder","By State","Massachusetts","Massachusetts","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","20.3","17.2","23.7","17.2 - 23.7","17.0-21.4"
"882","Symptoms of Depressive Disorder","By State","Michigan","Michigan","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.9","22.8","29.2","22.8 - 29.2","24.4-26.8"
"883","Symptoms of Depressive Disorder","By State","Minnesota","Minnesota","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","19.1","16.2","22.1","16.2 - 22.1","17.0-21.4"
"884","Symptoms of Depressive Disorder","By State","Mississippi","Mississippi","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.6","24.8","32.7","24.8 - 32.7","26.9-31.8"
"885","Symptoms of Depressive Disorder","By State","Missouri","Missouri","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","24.5","21","28.3","21.0 - 28.3","24.4-26.8"
"886","Symptoms of Depressive Disorder","By State","Montana","Montana","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","20.5","15.2","26.8","15.2 - 26.8","17.0-21.4"
"887","Symptoms of Depressive Disorder","By State","Nebraska","Nebraska","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","18.2","15.3","21.4","15.3 - 21.4","17.0-21.4"
"888","Symptoms of Depressive Disorder","By State","Nevada","Nevada","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","20.2","17.3","23.3","17.3 - 23.3","17.0-21.4"
"889","Symptoms of Depressive Disorder","By State","New Hampshire","New Hampshire","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22.6","19.4","26.1","19.4 - 26.1","21.5-24.3"
"890","Symptoms of Depressive Disorder","By State","New Jersey","New Jersey","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","25.8","22","29.8","22.0 - 29.8","24.4-26.8"
"891","Symptoms of Depressive Disorder","By State","New Mexico","New Mexico","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","24.3","20.1","28.9","20.1 - 28.9","21.5-24.3"
"892","Symptoms of Depressive Disorder","By State","New York","New York","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","24.5","21.3","27.9","21.3 - 27.9","24.4-26.8"
"893","Symptoms of Depressive Disorder","By State","North Carolina","North Carolina","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22.3","18.9","26","18.9 - 26.0","21.5-24.3"
"894","Symptoms of Depressive Disorder","By State","North Dakota","North Dakota","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","19.3","14.3","25.2","14.3 - 25.2","17.0-21.4"
"895","Symptoms of Depressive Disorder","By State","Ohio","Ohio","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.1","23.4","33.2","23.4 - 33.2","26.9-31.8"
"896","Symptoms of Depressive Disorder","By State","Oklahoma","Oklahoma","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","31.8","27.8","36","27.8 - 36.0","26.9-31.8"
"897","Symptoms of Depressive Disorder","By State","Oregon","Oregon","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","27.6","24.3","31.1","24.3 - 31.1","26.9-31.8"
"898","Symptoms of Depressive Disorder","By State","Pennsylvania","Pennsylvania","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","24.6","21.1","28.4","21.1 - 28.4","24.4-26.8"
"899","Symptoms of Depressive Disorder","By State","Rhode Island","Rhode Island","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22.3","17.5","27.7","17.5 - 27.7","21.5-24.3"
"900","Symptoms of Depressive Disorder","By State","South Carolina","South Carolina","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","28.8","24.4","33.4","24.4 - 33.4","26.9-31.8"
"901","Symptoms of Depressive Disorder","By State","South Dakota","South Dakota","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","20","16","24.4","16.0 - 24.4","17.0-21.4"
"902","Symptoms of Depressive Disorder","By State","Tennessee","Tennessee","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","22.9","18.8","27.3","18.8 - 27.3","21.5-24.3"
"903","Symptoms of Depressive Disorder","By State","Texas","Texas","1","5","May 28 - June 2, 2020","2020-05-28T00:00:00.000","2020-06-02T00:00:00.000","26.2","23.5","29","23.5 - 29.0","24.4-26.8"
